city,N,dist,improver,strategy,cf,sl_var,acceptance,constructor,overflows,kg,ncol,kg_lost,km,kgkm,reward,profit,time,days
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom_bmc,ALNS,29.0,72682.65064706872,5142.0,172.33654884124954,7896.792699999999,9.204072261776446,64756.85794706872,34528.070482694005,981.353895334003,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom,BPC,62.0,67493.18308065069,2228.0,414.3811045121619,5883.721499999999,11.471172298119601,61547.46158065069,33512.049464175805,2939.3475770389996,27
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom_oi,HGS,192.0,68129.58983553504,3181.0,1197.3764144989136,7129.0407000000005,9.556627981592955,60808.54913553504,32638.200887001803,4489.847083743996,29
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,custom,PG-CLNS,30.0,72675.3148908944,5162.0,185.95831361064546,7545.7503,9.631290726767675,65099.5645908944,34874.83100181506,2665.9786790069993,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,bmc,PSOMA,31.0,72632.07019676873,5073.0,176.03745689326968,8373.3725,8.674171631175938,64227.69769676874,34021.96687385391,1101.134684814002,15
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,new,SANS,96.0,71519.09267446378,7505.0,543.0185220882984,9644.520299999998,7.415515800662869,61778.57237446379,32101.174094084516,4178.517929695001,26
Figueira da Foz,350,Gamma-3,FTSP,LM,CF90,,gurobi,SWC-TCF,194.0,68223.72070972522,3231.0,1064.7400675020376,6752.125200000001,10.104036683106115,61277.59550972522,33070.06057826662,1923.8877028179995,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,ACO_HH,9.0,72757.74566149269,5010.0,55.79563147524331,7937.629,9.16618119358976,64811.11666149269,34531.06714261328,1598.0503051330006,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom_bmc,ALNS,6.0,72815.67614439853,8282.0,33.48978241617263,9403.5659,7.743411054778543,63406.11024439853,33098.94426548543,1586.996492483,26
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,BPC,8.0,71834.86315618355,4210.0,45.64526954005561,6748.8389,10.644032880409036,65078.02425618355,35181.17072426435,3239.291870571001,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom_oi,HGS,59.0,69572.62126260686,3441.0,243.23828280850404,9989.6629,6.964461359612732,59523.95836260686,30619.87613098362,5017.121039743,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,custom,PG-CLNS,6.0,72769.04331558956,8449.0,33.48978241617263,8888.249,8.18710674235044,63874.79431558956,33587.04158330963,4536.004518467001,26
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,bmc,PSOMA,2.0,72467.34813275549,7858.0,10.853956264332773,18694.3162,3.876437488136393,53771.03193275549,23604.874905089386,2069.075427873,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,new,SANS,10.0,72028.54268302521,9109.0,66.11693975081982,9905.249699999993,7.271754359006746,62113.29298302522,32137.810664081822,6959.63462431,28
Figueira da Foz,350,Gamma-3,CLS,SL,,SL1,gurobi,SWC-TCF,72.0,68249.21237084556,3408.0,309.6084033658786,10778.829899999999,6.3317830417609215,57398.382470845565,29058.235360862553,1937.9412300530003,29
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom,ACO_HH,2.0,72718.919669387,8800.0,1.1410750653821466,9666.199700000003,7.52301027562952,63050.719969387,32779.8337110212,1597.314865595,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom_bmc,ALNS,2.0,72840.57613748878,9618.0,1.1410750653821466,10232.819800000001,7.118328824425187,62605.75633748878,32284.224491452198,1824.6988056890004,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom,BPC,2.0,72799.91861106711,9100.0,1.1410750653821466,9894.481199999998,7.357628675980215,62903.43741106712,32598.831293279884,3347.393753796,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom_oi,HGS,7.0,70748.37362205566,4254.0,20.190036824443872,18429.912599999996,3.838779659869666,52311.461022055664,22865.91308319389,6001.50654824,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,custom,PG-CLNS,2.0,72834.91129813384,9741.0,1.1410750653821466,9908.406,7.350820232652339,62924.50529813384,32605.33172472072,4887.852035399999,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,bmc,PSOMA,2.0,72581.04535106345,8280.0,1.1410750653821466,19496.0718,3.7228548445878955,53082.97355106345,22869.48437141574,2146.292151703,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,new,SANS,1.0,72866.02483490252,10456.0,0.0,11056.084299999995,6.590581516722205,61808.940534902526,31475.814396132602,8861.336676606,30
Figueira da Foz,350,Gamma-3,CLS,SL,,SL2,gurobi,SWC-TCF,9.0,71435.54366402133,4958.0,49.74389325230464,11922.1619,5.9918280143487515,59504.38176402133,29774.764936689262,1923.1021013809996,29
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,custom,ACO_HH,10.0,71902.62470774315,4712.0,65.97901839435606,8473.0802,8.486007804781918,63419.54450774315,33496.48184190968,1649.1871825669987,29
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,custom_bmc,ALNS,7.0,72794.39844021993,8296.0,44.18201609074461,10863.396899999998,6.700887310876024,61924.00154021993,31626.693469556383,1655.8590833589988,26
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,custom,BPC,8.0,71834.86315618355,4210.0,45.64526954005561,7499.753000000001,9.57829719941224,64327.11015618355,34430.256624264344,3299.606972546,29
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,custom_oi,HGS,59.0,69572.62126260686,3441.0,243.23828280850404,7684.7406999999985,9.053346622691755,61828.880562606864,32924.79833098363,5046.908376809999,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,custom,PG-CLNS,7.0,72799.44541665015,8409.0,39.99649342539062,10506.138900000002,6.929229292471104,62286.30651665015,31986.8973896987,4554.273738446998,26
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,bmc,PSOMA,5.0,72474.2513565795,7655.0,29.846999166029548,10646.614999999998,6.807257645418709,61822.636356579496,31656.60551683545,2080.0467210310017,28
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,new,SANS,10.0,72028.54268302521,9109.0,66.11693975081982,11475.751199999997,6.276586292932635,60542.79148302521,30567.309164081827,7058.088538480999,28
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL1,gurobi,SWC-TCF,63.0,69469.36015682179,3681.0,288.3803091521062,7200.276200000001,9.648152130167142,62206.083956821785,33348.98932353687,1971.6660381469992,29
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,custom,ACO_HH,2.0,72732.83911344389,8850.0,1.1410750653821466,11177.8682,6.506861398978017,61552.97091344389,31276.289990517213,1709.9064947900006,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,custom_bmc,ALNS,2.0,72802.50864153681,9528.0,1.1410750653821466,11481.453300000003,6.340879219666102,61319.05534153681,31013.370994065037,1890.6870723809989,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,custom,BPC,2.0,72799.91861106711,9100.0,1.1410750653821466,11167.2109,6.519077974166953,61630.707711067116,31326.101593279887,3367.0705207480023,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,custom_oi,HGS,7.0,70748.37362205566,4254.0,20.190036824443872,8735.231499999998,8.099198472536838,62006.142122055666,32560.59418319389,6108.6975830129995,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,custom,PG-CLNS,2.0,72835.61349597537,9783.0,1.1410750653821466,11698.6776,6.225969804995341,61134.935895975366,30815.469997600834,4923.639872519998,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,bmc,PSOMA,1.0,72498.63963888978,8312.0,0.0,11423.9758,6.346182879596943,61073.663838889785,30893.480157219972,2133.1173831369997,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,new,SANS,1.0,72866.02483490252,10456.0,0.0,12926.885399999996,5.636781218382469,59938.13943490252,29605.013296132605,8979.011189691999,30
Figueira da Foz,350,Gamma-3,FTSP,SL,,SL2,gurobi,SWC-TCF,757.0,51086.15932144013,3457.0,6858.64653558857,6221.99,8.210582035882432,44107.16932144013,23597.001195924604,1655.3702656239984,22
Rio Maior,100,Empirical,CLS,LA,,,custom,ACO_HH,7.0,7360.124999999999,713.0,42.275000000000006,1486.4869999999996,4.951355107713691,5866.637999999999,2809.6179624999995,79.95316422599717,13
Rio Maior,100,Empirical,CLS,LA,,,custom_bmc,ALNS,7.0,7360.124999999999,729.0,42.275000000000006,1444.659,5.094714392808267,5908.4659999999985,2851.4459625000004,784.1415455730166,13
Rio Maior,100,Empirical,CLS,LA,,,custom,BPC,7.0,7360.124999999999,736.0,42.275000000000006,1501.937,4.900421921824949,5851.187999999999,2794.1679624999997,326.82491067098454,13
Rio Maior,100,Empirical,CLS,LA,,,custom_oi,HGS,7.0,7364.399999999999,593.0,42.275000000000006,1330.82,5.533731083091627,6026.579999999999,2967.78028,821.8563358150132,12
Rio Maior,100,Empirical,CLS,LA,,,custom,PG-CLNS,7.0,7364.399999999999,734.0,42.275000000000006,1439.007,5.117695744357045,5918.392999999998,2859.59328,851.2947768309969,13
Rio Maior,100,Empirical,CLS,LA,,,bmc,PSOMA,7.0,7337.324999999999,560.0,46.075,1426.5140000000004,5.143535219423011,5903.810999999999,2856.2826025,354.7686979220016,13
Rio Maior,100,Empirical,CLS,LA,,,new,SANS,7.0,7364.399999999999,1202.0,42.275000000000006,1823.846999999999,4.037838700285716,5533.553,2474.753280000001,787.2601116829901,13
Rio Maior,100,Empirical,CLS,LA,,,gurobi,SWC-TCF,7.0,7364.399999999999,668.0,42.275000000000006,1467.2110000000002,5.0193189663926985,5890.1889999999985,2831.389280000001,590.3252848069824,13
Rio Maior,100,Empirical,FTSP,LA,,,custom,ACO_HH,7.0,7360.124999999999,713.0,42.275000000000006,1769.5769999999998,4.15925670372072,5583.547999999999,2526.5279625,143.2578838570007,13
Rio Maior,100,Empirical,FTSP,LA,,,custom_bmc,ALNS,7.0,7360.124999999999,729.0,42.275000000000006,1742.065,4.224942812122395,5611.0599999999995,2554.0399625,810.6901936859995,13
Rio Maior,100,Empirical,FTSP,LA,,,custom,BPC,7.0,7360.124999999999,736.0,42.275000000000006,1778.736,4.137840016730982,5574.388999999999,2517.3689624999997,347.83248497100067,13
Rio Maior,100,Empirical,FTSP,LA,,,custom_oi,HGS,7.0,7364.399999999999,622.0,42.275000000000006,1760.8870000000004,4.182210442805244,5596.512999999998,2537.7132799999995,903.5881531340001,13
Rio Maior,100,Empirical,FTSP,LA,,,custom,PG-CLNS,7.0,7364.399999999999,734.0,42.275000000000006,1793.47,4.106229822634334,5563.9299999999985,2505.13028,891.4701892800003,13
Rio Maior,100,Empirical,FTSP,LA,,,bmc,PSOMA,7.0,7337.324999999999,560.0,46.075,1688.4429999999998,4.34561604981631,5641.882,2594.3536025,404.1518943629999,13
Rio Maior,100,Empirical,FTSP,LA,,,new,SANS,7.0,7364.399999999999,1202.0,42.275000000000006,2123.7580000000003,3.4676267258322264,5233.641999999998,2174.84228,810.0728144419991,13
Rio Maior,100,Empirical,FTSP,LA,,,gurobi,SWC-TCF,7.0,7364.399999999999,668.0,42.275000000000006,1812.558,4.062987225788085,5544.841999999999,2486.0422799999997,611.6606351789997,13
Rio Maior,100,Empirical,CLS,LM,CF70,,custom,ACO_HH,3.0,7882.15,835.0,5.2250000000000005,1672.4509999999998,4.712933293710847,6206.699,2928.359955,162.05849461899925,15
Rio Maior,100,Empirical,CLS,LM,CF70,,custom_bmc,ALNS,3.0,7882.15,759.0,5.2250000000000005,1645.7320000000004,4.789449314955289,6233.418,2955.078955,906.3677677970009,15
Rio Maior,100,Empirical,CLS,LM,CF70,,custom,BPC,3.0,7882.15,829.0,5.2250000000000005,1716.1259999999997,4.592990258291058,6163.023999999999,2884.6849549999997,406.5624318299997,15
Rio Maior,100,Empirical,CLS,LM,CF70,,custom_oi,HGS,3.0,7878.349999999999,620.0,9.025,1340.5090000000002,5.8771332381953405,6534.840999999999,3258.083895,1250.3664882010016,12
Rio Maior,100,Empirical,CLS,LM,CF70,,custom,PG-CLNS,3.0,7882.15,820.0,5.2250000000000005,1637.2900000000002,4.814144103976693,6241.86,2963.520955,1102.8997068149984,15
Rio Maior,100,Empirical,CLS,LM,CF70,,bmc,PSOMA,2.0,7872.65,622.0,8.075000000000001,1655.486,4.755491740793942,6215.164,2939.779805,644.1405666530009,15
Rio Maior,100,Empirical,CLS,LM,CF70,,new,SANS,4.0,7882.149999999999,1407.0,11.875,2112.209999999999,3.731707548018427,5765.94,2488.600955000001,910.4099087530012,15
Rio Maior,100,Empirical,CLS,LM,CF70,,gurobi,SWC-TCF,3.0,7888.8,752.0,5.2250000000000005,1680.785,4.693521182066712,6205.015,2923.9075599999996,812.0482494780008,15
Rio Maior,100,Empirical,CLS,LM,CF90,,custom,ACO_HH,11.0,7349.199999999999,615.0,57.47500000000001,1160.914,6.33052922094143,6177.285999999999,3128.8140399999993,134.18136730699916,10
Rio Maior,100,Empirical,CLS,LM,CF90,,custom_bmc,ALNS,11.0,7344.924999999999,559.0,57.47500000000001,1148.026,6.397873393111305,6185.898999999999,3139.206722499999,604.5795581649982,10
Rio Maior,100,Empirical,CLS,LM,CF90,,custom,BPC,11.0,7344.924999999999,618.0,57.47500000000001,1191.227,6.165848322779788,6142.697999999999,3096.0057224999996,278.94771167999716,10
Rio Maior,100,Empirical,CLS,LM,CF90,,custom_oi,HGS,19.0,7262.749999999999,448.0,143.925,846.1990000000001,8.582791991009206,6397.5509999999995,3393.0681750000003,997.1011198350025,7
Rio Maior,100,Empirical,CLS,LM,CF90,,custom,PG-CLNS,11.0,7349.199999999999,622.0,57.47500000000001,1151.6770000000001,6.381303091057648,6186.522999999999,3138.0510400000003,769.1303059040001,10
Rio Maior,100,Empirical,CLS,LM,CF90,,bmc,PSOMA,11.0,7326.399999999999,503.0,61.275000000000006,1151.415,6.362953409500483,6163.984999999999,3125.00468,449.1139277070033,10
Rio Maior,100,Empirical,CLS,LM,CF90,,new,SANS,11.0,7349.199999999999,998.0,57.47500000000001,1452.1159999999993,5.061028182321524,5886.084,2837.612040000001,608.4595829989994,10
Rio Maior,100,Empirical,CLS,LM,CF90,,gurobi,SWC-TCF,11.0,7349.199999999999,565.0,57.47500000000001,1165.171,6.307400372992461,6173.028999999999,3124.55704,405.45162059799986,10
Rio Maior,100,Empirical,FTSP,LM,CF70,,custom,ACO_HH,3.0,7882.15,822.0,5.2250000000000005,2044.8439999999998,3.8546461245943457,5834.306,2555.966955,189.19654739199905,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,custom_bmc,ALNS,3.0,7882.15,782.0,5.2250000000000005,2030.7800000000002,3.8813411595544562,5848.369999999999,2570.0309549999997,933.8628861910001,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,custom,BPC,3.0,7882.15,829.0,5.2250000000000005,2015.857,3.910073978461766,5863.293,2584.953955,446.29092297999887,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,custom_oi,HGS,3.0,7882.15,698.0,5.2250000000000005,2013.141,3.9153491980939235,5866.009,2587.6699549999994,1072.4168577650016,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,custom,PG-CLNS,3.0,7882.15,819.0,5.2250000000000005,2039.359,3.8650134674669836,5839.790999999999,2561.4519549999995,1095.544555716,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,bmc,PSOMA,2.0,7872.65,622.0,8.075000000000001,1971.0720000000003,3.994095598740177,5899.5779999999995,2624.1938050000003,633.9076413059993,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,new,SANS,4.0,7882.149999999999,1407.0,11.875,2462.7019999999998,3.200610548901166,5415.4479999999985,2138.108955,936.649412367,15
Rio Maior,100,Empirical,FTSP,LM,CF70,,gurobi,SWC-TCF,3.0,7888.8,750.0,5.2250000000000005,2095.563,3.7645253328103236,5790.237,2509.1295600000003,826.8538501950006,15
Rio Maior,100,Empirical,FTSP,LM,CF90,,custom,ACO_HH,11.0,7349.199999999999,617.0,57.47500000000001,1416.839,5.187039600123938,5921.360999999999,2872.88904,171.00350205799987,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,custom_bmc,ALNS,11.0,7344.924999999999,573.0,57.47500000000001,1403.435,5.233534150138766,5930.49,2883.7977224999995,624.947608593,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,custom,BPC,11.0,7344.924999999999,618.0,57.47500000000001,1386.979,5.295628124146075,5946.945999999999,2900.2537224999996,295.937496180999,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,custom_oi,HGS,11.0,7349.199999999999,531.0,57.47500000000001,1390.276,5.286144621643471,5947.923999999999,2899.45204,638.0568826229992,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,custom,PG-CLNS,11.0,7349.199999999999,623.0,57.47500000000001,1423.442,5.162978189487172,5914.757999999999,2866.28604,763.1812267360001,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,bmc,PSOMA,11.0,7326.399999999999,503.0,61.275000000000006,1376.0180000000003,5.324348954737509,5939.381999999999,2900.40168,448.8530890509992,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,new,SANS,11.0,7349.199999999999,998.0,57.47500000000001,1684.2330000000002,4.363529274156247,5653.966999999999,2605.4950399999993,625.5321031250005,10
Rio Maior,100,Empirical,FTSP,LM,CF90,,gurobi,SWC-TCF,11.0,7349.199999999999,568.0,57.47500000000001,1455.641,5.04877232779236,5882.558999999999,2834.0870400000003,394.2793036189996,10
Rio Maior,100,Empirical,CLS,SL,,SL1,custom,ACO_HH,3.0,7881.674999999999,848.0,5.7,1749.741,4.504480948894722,6128.933999999999,2850.7926974999996,189.54342962500232,16
Rio Maior,100,Empirical,CLS,SL,,SL1,custom_bmc,ALNS,3.0,7888.325,814.0,5.7,1722.1619999999998,4.580477910905014,6163.1630000000005,2882.2533025000002,967.5079859739999,16
Rio Maior,100,Empirical,CLS,SL,,SL1,custom,BPC,3.0,7881.674999999999,849.0,5.7,1782.776,4.421012510825813,6095.898999999999,2817.7576974999997,451.5087907659981,16
Rio Maior,100,Empirical,CLS,SL,,SL1,custom_oi,HGS,3.0,7393.374999999999,569.0,9.025,1229.22,6.014688176241844,6161.154999999999,3086.2929875,1468.7573240469974,11
Rio Maior,100,Empirical,CLS,SL,,SL1,custom,PG-CLNS,3.0,7888.325,849.0,5.7,1716.15,4.596524196602861,6169.174999999999,2888.2653025,1374.7077079530027,16
Rio Maior,100,Empirical,CLS,SL,,SL1,bmc,PSOMA,2.0,7604.749999999999,632.0,4.275,1811.456,4.198142267877332,5791.293999999999,2627.4365749999997,893.8957086439987,17
Rio Maior,100,Empirical,CLS,SL,,SL1,new,SANS,4.0,7881.674999999999,1314.0,12.350000000000001,2122.123999999999,3.714050168604664,5755.551,2478.4096975000007,971.5859424219998,16
Rio Maior,100,Empirical,CLS,SL,,SL1,gurobi,SWC-TCF,3.0,7888.325,767.0,5.7,1749.9129999999998,4.507838389679945,6135.412,2854.5023025,878.5866296910026,16
Rio Maior,100,Empirical,CLS,SL,,SL2,custom,ACO_HH,0.0,7885.474999999999,1062.0,0.0,2737.6150000000002,2.880417808932227,5147.859999999999,1865.1367575,396.3662748470015,27
Rio Maior,100,Empirical,CLS,SL,,SL2,custom_bmc,ALNS,0.0,7887.374999999999,1040.0,0.0,2739.872,2.878738495812943,5147.502999999999,1863.9887874999997,1628.214756688998,27
Rio Maior,100,Empirical,CLS,SL,,SL2,custom,BPC,0.0,7887.374999999999,1110.0,0.0,2782.271,2.8348694286070617,5105.103999999999,1821.5897874999998,731.4607776400007,27
Rio Maior,100,Empirical,CLS,SL,,SL2,custom_oi,HGS,2.0,7889.75,790.0,4.275,2103.4750000000004,3.750817100274545,5784.275,2501.772075,1822.0897888459986,20
Rio Maior,100,Empirical,CLS,SL,,SL2,custom,PG-CLNS,0.0,7887.374999999999,1094.0,0.0,2719.517,2.9002852344736216,5167.857999999999,1884.3437875,2091.804900425999,27
Rio Maior,100,Empirical,CLS,SL,,SL2,bmc,PSOMA,0.0,7864.1,747.0,0.0,2662.6110000000003,2.953529449100901,5201.489,1927.6641700000002,1260.8536630620001,27
Rio Maior,100,Empirical,CLS,SL,,SL2,new,SANS,0.0,7721.125,1611.0,0.0,3328.6009999999997,2.319630679675936,4392.524,1178.2196625000006,1751.3214401000005,29
Rio Maior,100,Empirical,CLS,SL,,SL2,gurobi,SWC-TCF,0.0,7894.025,961.0,0.0,2764.07,2.8559425050740392,5129.955,1843.6723925000001,1605.4846670299994,27
Rio Maior,100,Empirical,FTSP,SL,,SL1,custom,ACO_HH,3.0,7881.674999999999,792.0,5.7,2120.558,3.716792938462423,5758.116999999999,2479.9756975,213.11800386600225,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,custom_bmc,ALNS,3.0,7888.325,827.0,5.7,2130.482,3.70260110153477,5754.843,2473.9333024999996,1006.1691229479984,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,custom,BPC,3.0,7881.674999999999,849.0,5.7,2096.923,3.7586859412577382,5781.7519999999995,2503.6106975,474.04301125300117,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,custom_oi,HGS,3.0,7888.325,708.0,5.7,2089.887,3.7745222588589713,5795.438,2514.5283024999994,1137.4267875840014,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,custom,PG-CLNS,3.0,7888.325,859.0,5.7,2122.727,3.7161278864404137,5762.598,2481.6883025,1286.8451596230007,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,bmc,PSOMA,2.0,7604.749999999999,632.0,4.275,2109.376,3.605213105676749,5493.373999999999,2329.5165749999996,806.4890183829993,17
Rio Maior,100,Empirical,FTSP,SL,,SL1,new,SANS,4.0,7881.674999999999,1319.0,12.350000000000001,2478.064,3.1805776606253913,5399.610999999999,2122.4696974999997,999.964003340996,16
Rio Maior,100,Empirical,FTSP,SL,,SL1,gurobi,SWC-TCF,3.0,7888.325,769.0,5.7,2189.0620000000004,3.60351831058234,5696.262999999999,2415.3533025,883.0626675940002,16
Rio Maior,100,Empirical,FTSP,SL,,SL2,custom,ACO_HH,0.0,7882.624999999999,1041.0,0.0,3198.0119999999997,2.4648516015574673,4684.612999999999,1403.0762124999999,319.70697732100234,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,custom_bmc,ALNS,0.0,7887.374999999999,1055.0,0.0,3280.4120000000003,2.404385485725573,4606.962999999999,1323.4487875,1693.4221256189994,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,custom,BPC,0.0,7887.374999999999,1110.0,0.0,3273.209,2.4096765589976075,4614.165999999999,1330.6517874999997,777.038560312998,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,custom_oi,HGS,0.0,7887.374999999999,888.0,0.0,3217.7049999999995,2.451242422782698,4669.67,1386.1557875000003,1996.0326690270012,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,custom,PG-CLNS,0.0,7894.025,1099.0,0.0,3326.397000000001,2.3731457790516277,4567.627999999999,1281.3453925000001,2041.597086624999,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,bmc,PSOMA,0.0,7864.1,747.0,0.0,3078.534,2.5544950940934874,4785.566000000001,1511.7411700000005,1157.4607825349958,27
Rio Maior,100,Empirical,FTSP,SL,,SL2,new,SANS,0.0,7721.125,1614.0,0.0,3829.8089999999993,2.016060069836381,3891.3160000000007,677.0116624999999,1781.8305804950069,29
Rio Maior,100,Empirical,FTSP,SL,,SL2,gurobi,SWC-TCF,0.0,7894.025,961.0,0.0,3388.5370000000003,2.3296263254614007,4505.487999999999,1219.2053925,1651.4972558749942,27
Rio Maior,100,Gamma-3,CLS,LA,,,custom,ACO_HH,4.0,19442.6786620281,1425.0,27.240932315534142,1999.3329999999999,9.724582479270886,17439.3456620281,9349.358535025802,111.07002004201058,15
